"barras"|"precio"|"operador"|"fecha_inicio"|"fecha_fin"|"observaciones"|"fecha"|"hora"|"vigente"|"clase"
"7798065734604"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:40:13|N|1
"7790703100321"|2390.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:47:19|N|1
"7798078001892"|3795.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:47:30|N|1
"7790703205293"|3150.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:47:41|N|1
"7790950134810"|3990.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:47:57|N|1
"7791200000626"|5990.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:48:09|N|1
"6000001012716"|5750.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:48:17|N|1
"6000001014550"|6950.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:48:28|N|1
"7798338291070"|1325.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:56:28|N|1
"6000001048838"|5998.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:56:39|N|1
"0000000100329"|5998.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:56:53|N|1
"0000000250037"|2999.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:57:05|N|1
"7797443000027"|1350.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:57:14|N|1
"7798141971565"|798.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:57:30|N|1
"7794000999534"|540.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:57:53|N|1
"7794000999541"|540.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:57:58|N|1
"7794000999558"|540.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:58:02|N|1
"7794000002289"|540.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:58:13|N|1
"7794000002296"|540.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:58:22|N|1
"7798031150568"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:00|N|1
"7798031150544"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:03|N|1
"7798031150605"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:05|N|1
"7798031150599"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:06|N|1
"7798031150537"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:09|N|1
"7798031150582"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:10|N|1
"7798031150896"|1250.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|11:59:18|N|1
"7798153810500"|1900.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:00:24|N|1
"7790580138738"|950.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:00:38|N|1
"7792180004512"|760.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:00:48|N|1
"7798033620403"|1495.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:00:58|N|1
"7798169800922"|645.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:01:44|N|1
"7795643020227"|569.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:02:02|N|1
"7795643020210"|569.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:02:09|N|1
"7798039590373"|2776.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:02:17|N|1
"7798039599031"|2776.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:02:33|N|1
"7798039590151"|2776.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:02:36|N|1
"7798039590342"|4532.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:03:15|N|1
"7798039591660"|4532.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:03:46|N|1
"7798039590182"|4532.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:03:50|N|1
"7798039599192"|4532.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:03:53|N|1
"7798039599246"|4532.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:04:06|N|1
"7798039594333"|4532.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:04:13|N|1
"7790314007170"|2390.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:04:34|N|1
"7791290791770"|1358.40|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:07:22|N|1
"7791290791749"|1358.40|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:07:33|N|1
"7791290795518"|5437.50|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:07:46|N|1
"7791290790926"|5437.50|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:07:56|N|1
"7791290792838"|5437.50|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:08:08|N|1
"7793253003654"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:15|N|1
"7793253003463"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:18|N|1
"7793253003951"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:21|N|1
"7793253003555"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:23|N|1
"7793253003517"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:25|N|1
"7793253003616"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:26|N|1
"7793253017224"|2072.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:30|N|1
"7793253004439"|926.50|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:09:57|N|1
"7793253003258"|1791.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:10:15|N|1
"7793253003234"|1791.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:10:28|N|1
"7798184230766"|590.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:12:13|N|1
"7891150046481"|2995.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:12:26|N|1
"7891150095700"|2995.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:12:36|N|1
"7791293040875"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:23|N|1
"7791293040189"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:41|N|1
"7791293030760"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:43|N|1
"7791293030777"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:44|N|1
"7791293042015"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:47|N|1
"7791293030807"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:51|N|1
"7791293041988"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:13:57|N|1
"7791293042978"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:07|N|1
"7791293030845"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:09|N|1
"7791293049731"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:10|N|1
"7791293030876"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:12|N|1
"7791293030883"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:13|N|1
"7791293040745"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:50|N|1
"7791293040219"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:14:57|N|1
"7791293030937"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:00|N|1
"7791293042077"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:03|N|1
"7791293030913"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:06|N|1
"7791293042046"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:09|N|1
"7791293042800"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:11|N|1
"7791293030982"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:13|N|1
"7791293049762"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:14|N|1
"7791293031019"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:15|N|1
"7791293031026"|2440.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:15:16|N|1
"7790070413536"|2336.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:18:58|N|1
"6000001153082"|5814.40|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:19:08|N|1
"7798134781119"|3998.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:19:20|N|1
"7798125100424"|1080.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:19:30|N|1
"0656750783986"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:19:58|N|1
"0736684208714"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:20:02|N|1
"0736684208721"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:20:06|N|1
"0736684208738"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:20:08|N|1
"0656750783979"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:20:10|N|1
"0736684208707"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:20:14|N|1
"0656750783924"|2490.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:20:16|N|1
"7798163520468"|995.00|ADRIANR|2024-08-02|2024-08-08| |2024-07-30|12:21:16|N|1
"7794690000039"|1075.00|ADRIANR|2024-08-02|2024-08-10| |2024-08-01|16:13:13|N|2
"7794690000022"|2130.00|ADRIANR|2024-08-02|2024-08-10| |2024-08-01|16:13:24|N|2
"7794690000015"|4055.00|ADRIANR|2024-08-02|2024-08-10| |2024-08-01|16:13:33|N|2
"6000001052798"|5900.00|FLAVIOP|2024-08-04|2024-08-07| |2024-08-02|15:28:49|N|1
"6000001039232"|6500.00|FLAVIOP|2024-08-04|2024-08-06| |2024-08-02|15:29:28|N|1
"6000001040368"|6500.00|FLAVIOP|2024-08-04|2024-08-06| |2024-08-02|15:29:59|N|1
"7794580000026"|890.00|ADRIANR|2024-08-06|2024-10-30| |2024-08-05|07:45:11|S|1
"7790070417602"|900.00|ADRIANR|2024-08-06|2024-09-10| |2024-08-05|07:46:04|N|1
"7613037406283"|6900.00|ADRIANR|2024-08-06|2024-08-30| |2024-08-05|08:53:44|N|1
"7792180140814"|460.00|ADRIANR|2024-08-06|2024-08-30| |2024-08-05|08:54:39|N|1
"7792200020119"|460.00|ADRIANR|2024-08-06|2024-08-30| |2024-08-05|08:54:53|N|1
"7793890256604"|1360.00|ADRIANR|2024-08-06|2024-08-15| |2024-08-05|08:55:14|N|1
"7790503199044"|990.00|ADRIANR|2024-08-06|2024-08-30| |2024-08-05|08:55:53|N|1
"7790060070626"|1680.00|ADRIANR|2024-08-06|2024-08-23| |2024-08-05|08:56:40|N|1
"7790060070565"|1680.00|ADRIANR|2024-08-06|2024-08-15| |2024-08-05|08:57:10|N|1
"7790070417459"|1200.00|ADRIANR|2024-08-06|2024-08-16| |2024-08-05|08:58:17|N|1
"7798126072591"|390.00|ADRIANR|2024-08-06|2024-08-30| |2024-08-05|08:59:03|N|1
"7790070417343"|890.00|ADRIANR|2024-08-06|2024-08-26| |2024-08-05|08:59:40|N|1
"7793913001983"|1200.00|ROMANG|2024-08-07|2024-08-15| |2024-08-06|07:27:10|N|1
"7795711001042"|1198.00|ROMANG|2024-08-07|2024-08-08| |2024-08-06|07:28:49|N|1
"7798194820094"|1500.00|ROMANG|2024-08-07|2024-08-08| |2024-08-06|07:30:49|N|1
"0656750817742"|975.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|07:32:55|N|1
"7798060853010"|900.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|07:34:00|N|1
"7790079022678"|2250.00|ROMANG|2024-08-07|2024-08-23| |2024-08-06|07:36:26|N|1
"7793040065728"|700.00|ROMANG|2024-08-07|2024-08-08| |2024-08-06|10:07:42|N|1
"7798140400301"|1600.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|15:57:10|N|1
"7798140400189"|1600.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|15:57:20|N|1
"7798140400097"|1600.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|15:57:30|N|1
"7798140400134"|1600.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|15:57:39|N|1
"7798140400264"|1600.00|ROMANG|2024-08-07|2024-08-12| |2024-08-06|15:57:46|N|1
"7701871000849"|3950.00|ROMANG|2024-08-09|2024-08-23| |2024-08-08|09:06:21|N|1
"6000001052798"|5900.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:17:41|N|1
"6000001040368"|6500.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:17:52|N|1
"6000001039232"|6500.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:18:02|N|1
"0000000102490"|5750.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:18:12|N|1
"6000001072734"|5750.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:18:23|N|1
"0000000102721"|5750.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:18:35|N|1
"6000001070822"|7360.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:18:45|N|1
"0000000250014"|1720.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:18:54|N|1
"7790950139242"|998.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:19:04|N|1
"7798078003940"|3990.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:19:12|N|1
"7798078004022"|3990.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:19:21|N|1
"7798000212655"|3990.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:19:29|N|1
"9002490100070"|1998.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:19:39|N|1
"7790895005794"|2961.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:19:52|N|1
"7790895068096"|2961.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:20:00|N|1
"0000000100209"|4900.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:20:43|N|1
"0000000213392"|9900.00|ROMANG|2024-08-09|2024-08-10| |2024-08-08|15:20:52|N|1
"7798151770295"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:45:22|N|1
"7798151770332"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:45:36|N|1
"7798151770349"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:45:44|N|1
"7798151770899"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:45:51|N|1
"7798151770301"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:46:00|N|1
"7798151770325"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:46:07|N|1
"7798151770912"|1100.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:46:15|N|1
"6000001049200"|7700.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:46:23|N|1
"0000000250036"|1925.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:46:33|N|1
"7797443000027"|1350.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:46:43|N|1
"7790150830833"|5032.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:47:23|N|1
"7622201504076"|1479.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:48:00|N|1
"7790060070589"|1680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:48:15|N|1
"7790060072996"|1680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:49:01|N|1
"7790060070541"|1680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:51:11|N|1
"7792880000012"|2140.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:51:33|N|1
"7795933204078"|1390.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:51:47|N|1
"7790696055189"|1650.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:51:58|N|1
"7792198005402"|690.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:52:07|N|1
"7797599231832"|1998.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:52:18|N|1
"7798169802506"|990.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:52:28|N|1
"7798169800120"|990.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:52:40|N|1
"7798169800144"|990.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:52:50|N|1
"7798169800137"|990.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:53:02|N|1
"7793706000278"|748.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:53:11|N|1
"7793706000971"|539.75|ROMANG|2024-08-09|2024-08-15| |2024-08-08|15:53:24|N|1
"7792180001528"|720.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:00:15|N|1
"7793253002442"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:02|N|1
"7793253003074"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:12|N|1
"7793253003654"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:18|N|1
"7793253017194"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:22|N|1
"7793253003463"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:30|N|1
"7793253003951"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:38|N|1
"7793253003555"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:43|N|1
"7793253003517"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:50|N|1
"7793253003616"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:03:56|N|1
"7793253017224"|2072.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:04:01|N|1
"7793253004439"|926.50|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:05:20|N|1
"7793253003258"|1791.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:05:32|N|1
"7793253003234"|1791.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:05:43|N|1
"7791290792555"|1036.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:06:01|N|1
"7791290792562"|1036.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:06:12|N|1
"7791290795822"|1056.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:06:22|N|1
"7506306249981"|2392.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:06:36|N|1
"7506306249974"|2392.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:07:24|N|1
"7506306249998"|2392.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:07:35|N|1
"0000078923355"|1352.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:07:49|N|1
"0000078926523"|1352.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:07:59|N|1
"0000078925472"|1352.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:08:10|N|1
"0000078923454"|1352.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:08:21|N|1
"7791293050973"|680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:29:43|N|1
"7791293031941"|680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:29:55|N|1
"7791293050997"|680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:30:05|N|1
"7791293051000"|680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:30:14|N|1
"7791293031927"|680.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:30:23|N|1
"7790070410764"|2336.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:31:10|N|1
"7790070410771"|2336.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:31:22|N|1
"7798134780327"|1998.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:31:37|N|1
"7798333321925"|2200.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:31:49|N|1
"0000000100138"|9950.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:32:21|N|1
"7791987000499"|3798.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:32:35|N|1
"7798163520468"|995.00|ROMANG|2024-08-09|2024-08-15| |2024-08-08|16:32:48|N|1
"7790060023684"|2490.00|ADRIANR|2024-08-10|2024-08-10| |2024-08-09|09:17:23|N|2
"7790580106362"|2350.00|ADRIANR|2024-08-10|2024-10-30| |2024-08-09|11:39:02|S|1
"7790580132415"|135.00|ADRIANR|2024-08-10|2024-10-30| |2024-08-09|11:39:37|S|1
"0000000272353"|24500.00|SERGIOG|2024-08-10|2024-09-30| |2024-08-09|13:01:38|S|1
"7798001560076"|298.00|ROMANG|2024-08-13|2024-08-21| |2024-08-12|09:52:11|N|1
"7798126071464"|499.00|ADRIANR|2024-08-14|2024-09-27| |2024-08-13|15:44:08|S|1
"7798126071822"|499.00|ADRIANR|2024-08-14|2024-09-27| |2024-08-13|15:44:29|S|1
"7792180137128"|360.00|ADRIANR|2024-08-14|2024-09-13| |2024-08-13|15:48:45|N|1
"7792180137111"|360.00|ADRIANR|2024-08-14|2024-09-13| |2024-08-13|15:49:07|N|1
"7790070335678"|802.40|ADRIANR|2024-08-15|2024-08-19| |2024-08-14|08:42:53|N|2
"7790070336446"|802.40|ADRIANR|2024-08-15|2024-08-19| |2024-08-14|08:43:08|N|2
"7622300724368"|802.40|ADRIANR|2024-08-15|2024-08-19| |2024-08-14|08:43:22|N|2
"7622300724245"|802.40|ADRIANR|2024-08-15|2024-08-19| |2024-08-14|08:43:39|N|2
"7790580411541"|2350.00|ADRIANR|2024-08-15|2024-11-15| |2024-08-14|14:03:11|S|1
"7790580129910"|135.00|ADRIANR|2024-08-15|2024-11-15| |2024-08-14|14:03:39|S|1
"7790580106416"|2350.00|ADRIANR|2024-08-15|2024-11-15| |2024-08-14|14:04:35|S|1
"7790580129699"|135.00|ADRIANR|2024-08-15|2024-09-30| |2024-08-14|14:04:53|S|1
"7798001560335"|298.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:13:59|N|1
"6000001073274"|6300.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:16:57|N|1
"6000001070822"|7960.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:17:05|N|1
"0000000250014"|1990.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:17:14|N|1
"7790070621283"|1520.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:17:25|N|1
"7790070621306"|1520.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:17:34|N|1
"7790070621313"|1520.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:17:46|N|1
"7790070621290"|1520.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:17:56|N|1
"7790070621276"|1520.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:18:05|N|1
"7790070621269"|1520.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:18:14|N|1
"1007084789417"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:05|N|1
"1007084701235"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:11|N|1
"1007084703475"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:15|N|1
"0070847032861"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:20|N|1
"1007084703536"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:25|N|1
"1007084703703"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:30|N|1
"1007084702751"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:35|N|1
"1007084703123"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:39|N|1
"7798422620090"|1436.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:19:45|N|1
"7790895008498"|1521.50|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:20:57|N|1
"7790895640483"|1521.50|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:21:33|N|1
"7790895641237"|1521.50|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:21:40|N|1
"7790895640476"|1521.50|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:21:47|N|1
"7790895640490"|1521.50|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:21:54|N|1
"7790895004049"|1521.50|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:21:57|N|1
"7798078001892"|3990.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:22:26|N|1
"7798108834070"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:22:36|N|1
"7798108834155"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:22:44|N|1
"7798108833691"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:22:53|N|1
"7798108830751"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:23:01|N|1
"7798108830201"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:23:10|N|1
"7798108830232"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:23:18|N|1
"7798108830218"|3390.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:23:26|N|1
"6000001012716"|5900.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:23:40|N|1
"6000001014550"|6950.00|ROMANG|2024-08-15|2024-08-16| |2024-08-14|15:23:51|N|1
"7798181510229"|1998.00|ROMANG|2024-08-16|2024-09-10| |2024-08-15|07:47:54|N|1
"7791337007888"|1300.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:01:27|N|1
"7791337007895"|1300.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:01:33|N|1
"7791337005457"|1900.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:01:43|N|1
"7791337005464"|1900.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:01:49|N|1
"7798140400257"|1800.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:01:58|N|1
"7798140400066"|1800.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:02:05|N|1
"7793040065117"|1120.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:02:13|N|1
"7790045001607"|975.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:02:25|N|1
"7790203000275"|2150.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:02:37|N|1
"7790263119696"|1100.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:03:16|N|1
"7790263119689"|1100.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:03:20|N|1
"7790263119702"|1100.00|ADRIANR|2024-08-16|2024-08-22| |2024-08-15|10:03:21|N|1
