"codigo"|"descripcion"|"departamento"|"seccion"|"rubro"|"habil"
151|REBOZADORES|2|3|1|S
151|GRUPO 151|6|5|1|S
151|GRUPO 151|10|6|1|S
151|ARENA|10|8|2|S
151|VERIFICAR GRUPO 151|14|3|1|S
152|VERIFICAR GRUPO 152|2|3|1|S
152|GRUPO 152|6|5|1|S
152|PAÑAL DESC.|9|3|1|S
152|VERIFICAR GRUPO 152|12|3|1|S
153|GRUPO 153|6|5|1|S
153|PAÑAL GERIATRICO|9|3|1|S
154|PAÑALIN|9|3|1|S
155|LACAS Y ACCESORIOS|6|7|2|S
155|VERIFICAR GRUPO 155|9|3|1|S
155|PAÑOS ABSORBENTES|12|3|1|S
156|GRUPO 156|6|5|1|S
156|GRUPO 156|8|5|1|S
156|PAÑUELOS|9|3|1|S
156|VERIFICAR GRUPO 156|11|7|2|S
156|VERIFICAR GRUPO 156|12|3|1|S
156|GRUPO 156|18|5|1|S
156|BORDEADORAS Y REPUES|19|7|2|S
156|TIRANTE|22|8|2|S
157|VERIFICAR GRUPO 157|2|3|1|S
157|VERIFICAR GRUPO 157|8|7|2|S
157|VERIFICAR GRUPO 157|11|7|2|S
157|VERIFICAR GRUPO 157|14|7|2|S
157|ANANA|17|3|1|S
157|CORTADORAS CESPED/RE|19|7|2|S
157|VERIFICAR GRUPO 157|27|7|2|S
158|LLAVES AJUSTABLES P\CA¥O|7|7|2|S
158|VERIFICAR GRUPO 158|9|3|1|S
158|VERIFICAR GRUPO 158|11|7|2|S
158|PAPEL HIGIENICO|12|3|1|S
158|SIN GRUPO - 158|41|7|2|S
159|PASA DE UVAS|2|3|1|S
159|HIDROLAVADORAS|8|7|2|S
159|VERIFICAR GRUPO 159|11|7|2|S
159|VERIFICAR GRUPO 159|13|7|2|S
159|VERIFICAR GRUPO 159|17|7|2|S
159|VERIFICAR GRUPO 159|27|7|2|S
160|GRUPO 160|6|5|1|S
160|PASTILLAS GOMA|16|3|1|S
161|GRUPO 161|6|5|1|S
161|ACCESORIOS P\TALADRO|7|7|2|S
161|VERIFICAR GRUPO 161|10|7|2|S
161|VERIFICAR GRUPO 161|11|7|2|S
161|PASTILLAS P/LAVAR|12|3|1|S
161|VERIFICAR GRUPO 161|28|7|2|S
162|VERIFICAR GRUPO 162|2|3|1|S
162|GRUPO 162|6|5|1|S
162|VERIFICAR GRUPO 162|7|7|2|S
162|GRUPO 162|8|5|1|S
162|GRUPO 162|10|6|1|S
162|VERIFICAR GRUPO 162|14|8|2|S
162|VERIFICAR GRUPO 162|17|7|2|S
162|SILOS|23|8|2|S
162|VERIFICAR GRUPO 162|28|7|2|S
162|HERRAMIENTAS NEUMATICAS|29|7|2|S
163|PEPINOS|2|3|1|S
163|MACHOS/COJIN./TERRAJ|7|7|2|S
163|VERIFICAR GRUPO 163|8|7|2|S
163|VERIFICAR GRUPO 163|18|7|2|S
164|PERAS AL NATURAL|2|3|1|S
164|HERRAMIENTAS CARPINTERIA|7|7|2|S
164|VERIFICAR GRUPO 164|8|7|2|S
164|VERIFICAR GRUPO 164|28|7|2|S
165|PICADILLO Y PATE|2|3|1|S
165|MADERA POSTE|22|8|2|S
166|PICKLES|2|3|1|S
166|GRUPO 166|6|5|1|S
166|GRUPO 166|7|5|1|S
167|PILAS|2|3|1|S
168|POLVO FECULA|2|3|1|S
168|GRUPO 168|6|5|1|S
168|VERIFICAR GRUPO 168|7|7|2|S
168|GRUPO 168|8|5|1|S
168|COMPRESORES/REPUESTO|8|7|2|S
168|VERIFICAR GRUPO 168|11|7|2|S
168|VERIFICAR GRUPO 168|17|7|2|S
168|VERIFICAR GRUPO 168|19|7|2|S
168|HORMIGONERA Y REPUESTO|19|8|2|S
168|VERIFICAR GRUPO 168|27|8|2|S
168|VERIFICAR GRUPO 168|28|7|2|S
168|VERIFICAR GRUPO 168|29|7|2|S
169|POLVO HORNEAR|2|3|1|S
169|VERIFICAR GRUPO 169|10|8|2|S
169|ANDAMIOS Y TABLONES|19|8|2|S
170|VERIFICAR GRUPO 170|2|3|1|S
170|VERIFICAR GRUPO 170|7|7|2|S
170|CLAVOS/GRAMPAS|10|7|2|S
170|POLVO P/LAVAR|12|3|1|S
170|VERIFICAR GRUPO 170|13|7|2|S
171|LLAVES COMBINADAS|7|7|2|S
171|POMADAS P/CALZADO|12|3|1|S
171|VERIFICAR GRUPO 171|18|7|2|S
172|CHUCRUT|2|3|1|S
172|CHAVETAS|10|7|2|S
173|GRUPO 173|6|5|1|S
173|GRUPO 173|8|5|1|S
173|ENERGIZANTE|17|3|1|S
174|ALIMENTO P/NIÑOS|2|3|1|S
174|GANCHOS TECHO|10|7|2|S
175|"0"|0|3|1|S
175|VERIFICAR GRUPO 175|2|3|1|S
175|GRUPO 175|6|5|1|S
175|GRUPO 175|7|5|1|S
176|POSTRES|2|3|1|S
176|GRUPO 176|6|5|1|S
176|GRUPO 176|7|5|1|S
176|VERIFICAR GRUPO 176|11|3|1|S
176|VERIFICAR GRUPO 176|16|3|1|S
177|AMIANTO|10|7|2|S
177|PRELAVADO|12|3|1|S
178|PROTECCION FEMENINA|9|3|1|S
179|PURE DE PAPAS|2|3|1|S
179|GRUPO 179|6|5|1|S
180|PURE TOMATES|2|3|1|S
180|VERIFICAR GRUPO 180|7|7|2|S
180|GRUPO 180|8|5|1|S
180|VERIFICAR GRUPO 180|8|7|2|S
180|CANTO RODADO|10|8|2|S
180|VERIFICAR GRUPO 180|28|7|2|S
180|PISTOLAS PINTAR|29|7|2|S
181|VERIFICAR GRUPO 181|2|3|1|S
181|VERIFICAR GRUPO 181|4|8|2|S
181|GRUPO 181|6|5|1|S
181|GRUPO 181|7|5|1|S
181|LLAVES ALEM/TORX/T|7|7|2|S
181|GRUPO 181|8|5|1|S
181|GRUPO 181|10|6|1|S
181|VERIFICAR GRUPO 181|10|8|2|S
181|QUESOS|11|3|1|S
181|NICHOS P/GAS|16|8|2|S
181|VERIFICAR GRUPO 181|18|7|2|S
181|VERIFICAR GRUPO 181|24|8|2|S
182|RAVIOLES|2|3|1|S
182|VERIFICAR GRUPO 182|4|7|2|S
182|GRUPO 182|6|5|1|S
182|LADRILLO HUECO|6|8|2|S
182|CANILLAS|18|7|2|S
182|VERIFICAR GRUPO 182|24|8|2|S
183|ELECTROBOMBAS|1|7|2|S
183|BUDIN|2|3|1|S
183|GRUPO 183|6|5|1|S
183|GRUPO 183|8|5|1|S
183|VERIFICAR GRUPO 183|8|7|2|S
183|VERIFICAR GRUPO 183|11|7|2|S
183|VERIFICAR GRUPO 183|17|7|2|S
183|VERIFICAR GRUPO 183|28|7|2|S
183|VERIFICAR GRUPO 183|29|7|2|S
184|REPELENTE|12|3|1|S
185|REPUESTO|2|3|1|S
185|GRUPO 185|6|5|1|S
185|GRUPO 185|7|5|1|S
185|GRUPO 185|8|5|1|S
185|VERIFICAR GRUPO 185|9|3|1|S
186|REMACHADORAS/ENGRAMP|7|7|2|S
186|VERIFICAR GRUPO 186|11|7|2|S
186|RHODESIA|16|3|1|S
186|VERIFICAR GRUPO 186|29|7|2|S
187|VERIFICAR GRUPO 187|2|7|2|S
187|SOGAS/PIOLINES/HILOS|10|7|2|S
187|RICOTA|11|3|1|S
187|VERIFICAR GRUPO 187|13|7|2|S
187|VERIFICAR GRUPO 187|17|7|2|S
188|ROCIO VEGETAL|2|3|1|S
189|ROLLO COCINA|12|3|1|S
190|RON|17|3|1|S
191|SAL|2|3|1|S
191|VERIFICAR GRUPO 191|11|7|2|S
191|GARRAFAS|18|7|2|S
192|DURAZNO FIZZ|2|3|1|S
192|VERIFICAR GRUPO 192|17|3|1|S
192|PERCHAS|20|7|2|S
193|CLERICO FIZZ|2|3|1|S
193|VERIFICAR GRUPO 193|17|3|1|S
194|SALSAS|2|3|1|S
194|GRUPO 194|7|5|1|S
194|ACIDO|10|7|2|S
195|SALSA GOLF|2|3|1|S
195|GRUPO 195|6|5|1|S
195|ACEITE LINO|6|7|2|S
195|VERIFICAR GRUPO 195|9|7|2|S
196|SARDINAS|2|3|1|S
197|VERIFICAR GRUPO 197|2|8|2|S
197|GRUPO 197|7|5|1|S
197|VERIFICAR GRUPO 197|10|8|2|S
197|SECADOR DE GOMA|12|3|1|S
197|BOYAS|18|7|2|S
197|ADITIVO LIGANTE|21|8|2|S
197|VERIFICAR GRUPO 197|27|8|2|S
198|SEMOLA|2|3|1|S
198|CABLES ACERO/ACCESOR|10|7|2|S
198|VERIFICAR GRUPO 198|17|7|2|S
199|VERIFICAR GRUPO 199|2|3|1|S
199|GRUPO 199|10|6|1|S
199|SERVILLETAS|12|3|1|S
200|VERIFICAR GRUPO 200|2|3|1|S
200|GRUPO 200|6|5|1|S
200|CABOS|7|7|2|S
200|GRUPO 200|8|5|1|S
200|SHAMPOO|9|3|1|S
200|SIN GRUPO - 200|9|5|1|S
200|VERIFICAR GRUPO 200|17|3|1|S
200|GRUPO 200|18|5|1|S
200|VERIFICAR GRUPO 200|19|7|2|S
201|VERIFICAR GRUPO 201|1|7|2|S
201|VERIFICAR GRUPO 201|2|7|2|S
201|VERIFICAR GRUPO 201|7|7|2|S
201|VERIFICAR GRUPO 201|8|7|2|S
201|VERIFICAR GRUPO 201|9|7|2|S
201|VERIFICAR GRUPO 201|10|7|2|S
201|VERIFICAR GRUPO 201|11|7|2|S
201|VERIFICAR GRUPO 201|13|7|2|S
201|SIDRA|17|3|1|S
201|ARTS. RURALES|17|7|2|S
201|VERIFICAR GRUPO 201|18|7|2|S
201|VERIFICAR GRUPO 201|19|7|2|S
201|GRUPO 201|26|8|2|S
201|VERIFICAR GRUPO 201|27|7|2|S
202|FERRITES|10|7|2|S
202|VERIFICAR GRUPO 202|14|3|1|S
202|SODA|17|3|1|S
202|VERIFICAR GRUPO 202|18|7|2|S
203|SOPAS|2|3|1|S
203|GRUPO 203|6|5|1|S
203|GRUPO 203|8|5|1|S
204|SUAVIZANTE|12|3|1|S
205|GRUPO 205|6|5|1|S
205|TABLETAS MOSQUITOS|12|3|1|S
206|VERIFICAR GRUPO 206|2|3|1|S
206|GRUPO 206|8|5|1|S
206|TALCOS|9|3|1|S
206|VERIFICAR GRUPO 206|10|7|2|S
206|LONAS Y COBERTORES|17|7|2|S
207|VERIFICAR GRUPO 207|7|7|2|S
207|GRUPO 207|8|5|1|S
207|MORZAS Y REPUESTOS|8|7|2|S
207|TAMPONES|9|3|1|S
207|VERIFICAR GRUPO 207|11|7|2|S
208|TE|2|3|1|S
208|VERIFICAR GRUPO 208|7|7|2|S
208|MANGUERAS Y CANOS|10|7|2|S
208|VERIFICAR GRUPO 208|11|7|2|S
208|VERIFICAR GRUPO 208|17|7|2|S
208|VERIFICAR GRUPO 208|18|7|2|S
208|VERIFICAR GRUPO 208|19|7|2|S
208|VERIFICAR GRUPO 208|29|7|2|S
209|VERIFICAR GRUPO 209|8|7|2|S
209|VERIFICAR GRUPO 209|11|7|2|S
209|TITA|16|3|1|S
209|VERIFICAR GRUPO 209|19|7|2|S
209|RUEDAS|20|7|2|S
210|ALIMENTO CHOCOLATE|2|3|1|S
210|REMOVEDOR|6|7|2|S
211|TOALLITAS HUMEDAS|9|3|1|S
212|TOMATE NATURAL|2|3|1|S
212|GRUPO 212|6|5|1|S
213|TOMATE TRITURADO|2|3|1|S
213|CORTINA PVC|2|8|2|S
213|GRUPO 213|7|5|1|S
213|VERIFICAR GRUPO 213|7|7|2|S
213|VERIFICAR GRUPO 213|14|8|2|S
213|GRUPO213|17|8|2|S
213|VERIFICAR GRUPO 213|18|8|2|S
213|SERRUCHOS|19|7|2|S
214|TOSTADAS|2|3|1|S
214|DILUYENTES/AGUARRAS|6|7|2|S
214|VERIFICAR GRUPO 214|14|3|1|S
215|GRUPO 215|6|5|1|S
215|GRUPO 215|7|5|1|S
215|VERIFICAR GRUPO 215|7|7|2|S
215|TRAPO PISOS|12|3|1|S
215|TORNIQUETES/TENSORES|17|7|2|S
216|VERIFICAR GRUPO 216|2|3|1|S
216|TURRON|16|3|1|S
216|VERIFICAR GRUPO 216|17|7|2|S
216|VALV.P\BEBEDEROS|18|7|2|S
217|VINAGRES|2|3|1|S
217|GRUPO 217|8|5|1|S
217|GRUPO 217|18|5|1|S
217|VALV.RETENCION/FILTR|18|7|2|S
218|"0"|0|3|1|S
218|VERIFICAR GRUPO 218|10|7|2|S
218|VERIFICAR GRUPO 218|11|7|2|S
218|VERIFICAR GRUPO 218|18|7|2|S
218|BARRALES/ACC. CORTIN|20|7|2|S
219|VERIFICAR GRUPO 219|1|3|1|S
219|PRIMER PRECIO|2|3|1|S
219|GRUPO 219|6|5|1|S
219|ESTOPA/FRANELA/REJIL|6|7|2|S
219|VERIFICAR GRUPO 219|9|3|1|S
219|VERIFICAR GRUPO 219|11|3|1|S
219|VERIFICAR GRUPO 219|12|3|1|S
219|VERIFICAR GRUPO 219|16|3|1|S
219|VERIFICAR GRUPO 219|17|3|1|S
219|VERIFICAR GRUPO 219|20|3|1|S
219|VERIFICAR GRUPO 219|25|3|1|S
219|SIN GRUPO - 219|35|3|1|S
220|GRUPO 220|6|5|1|S
220|VINO BLANCO|17|3|1|S
220|GRIFERIAS|18|7|2|S
220|GRUPO 220|24|8|2|S
221|GRUPO 221|6|5|1|S
221|VERIFICAR GRUPO 221|7|7|2|S
221|VINO ROSADO|17|3|1|S
221|LLAVES DE PASO|18|7|2|S
222|VERIFICAR GRUPO 222|2|3|1|S
222|GRUPO 222|6|5|1|S
222|GRUPO 222|7|5|1|S
222|VINO TINTO|17|3|1|S
222|VIDRIO|18|7|2|S
223|PINTURAS AL AGUA/CAL|6|7|2|S
223|VODKA|17|3|1|S
224|GRUPO 224|6|5|1|S
224|WHISKY|17|3|1|S
225|YERBA|2|3|1|S
225|GRUPO 225|8|5|1|S
225|PLAVINIL|10|7|2|S
226|VERIFICAR GRUPO 226|9|3|1|S
226|YOGHURT|11|3|1|S
227|AZUCAR|2|3|1|S
228|COLORACION|9|3|1|S
229|GRUPO 229|7|5|1|S
229|VERIFICAR GRUPO 229|9|3|1|S
229|DESODORANTE|12|3|1|S
230|GRUPO 230|6|5|1|S
230|GRUPO 230|7|5|1|S
230|GRUPO 230|8|5|1|S
230|VERIFICAR GRUPO 230|10|7|2|S
230|VERIFICAR GRUPO 230|17|7|2|S
230|GRUPO 230|18|5|1|S
230|ACCESORIOS DE BRONCE|18|7|2|S
232|GASOGENO/TUBOS/ACC|8|7|2|S
233|VERIFICAR GRUPO 233|7|7|2|S
233|CIZALLAS|8|7|2|S
233|VERIFICAR GRUPO 233|11|7|2|S
233|VERIFICAR GRUPO 233|28|7|2|S
235|GRUPO 235|6|5|1|S
235|VERIFICAR GRUPO 235|7|7|2|S
235|GRUPO 235|8|5|1|S
235|VERIFICAR GRUPO 235|9|7|2|S
235|REP. STHIL|11|7|2|S
235|VERIFICAR GRUPO 235|13|7|2|S
235|VERIFICAR GRUPO 235|27|7|2|S
236|GRUPO 236|6|5|1|S
236|VERIFICAR GRUPO 236|7|7|2|S
236|GRUPO 236|10|6|1|S
236|VERIFICAR GRUPO 236|13|7|2|S
236|MENSULAS Y RIELES|20|7|2|S
238|GRUPO 238|8|5|1|S
240|ACCESORIOS EPOXI|15|7|2|S
240|VERIFICAR GRUPO 240|18|7|2|S
241|RESORTES|10|7|2|S
241|VERIFICAR GRUPO 241|11|7|2|S
241|GRUPO 241|18|5|1|S
241|VERIFICAR GRUPO 241|20|7|2|S
243|VERIFICAR GRUPO 243|7|7|2|S
243|VERIFICAR GRUPO 243|11|7|2|S
243|MOTOSIERRA/MOTOGUADA|19|7|2|S
243|VERIFICAR GRUPO 243|27|7|2|S
246|GRUPO 246|2|3|1|S
250|GRUPO 250|6|5|1|S
250|VERIFICAR GRUPO 250|7|7|2|S
250|VERIFICAR GRUPO 250|10|7|2|S
250|REP. CHERTA|11|7|2|S
250|VERIFICAR GRUPO 250|17|7|2|S
250|VERIFICAR GRUPO 250|20|7|2|S
252|GRUPO 252|1|8|2|S
252|ALAMBRES|10|7|2|S
253|GRUPO 253|6|5|1|S
254|ALEMITES|10|7|2|S
254|VERIFICAR GRUPO 254|17|7|2|S
255|TORNILLO C/FREZADA|10|7|2|S
255|GRUPO 255|16|8|2|S
256|GRUPO 256|7|5|1|S
256|VERIFICAR GRUPO 256|13|8|2|S
256|VERIFICAR GRUPO 256|17|8|2|S
256|CLARABOYA ACERO|24|8|2|S
257|GRUPO 257|6|5|1|S
257|GRUPO 257|7|5|1|S
257|GRUPO 257|8|5|1|S
257|GRUPO 257|18|5|1|S
258|GRUPO 258|2|3|1|S
259|GRUPO 259|6|5|1|S
264|GRUPO 264|6|5|1|S
265|GRUPO 265|2|3|1|S
266|GRUPO 266|6|5|1|S
266|GRUPO 266|8|5|1|S
267|GRUPO 267|6|5|1|S
268|GRUPO 268|6|5|1|S
268|GRUPO 268|7|5|1|S
268|GRUPO 268|8|5|1|S
268|GRUPO 268|18|5|1|S
271|GRUPO 271|7|5|1|S
273|GRUPO 273|14|3|1|S
273|GRUPO 273|26|3|1|S
274|GRUPO 274|6|5|1|S
274|GRUPO 274|14|3|1|S
275|GRUPO 275|2|3|1|S
276|GRUPO 276|2|3|1|S
277|GRUPO 277|2|3|1|S
278|VERIFICAR GRUPO 278|4|7|2|S
278|VERIFICAR GRUPO 278|7|7|2|S
278|VERIFICAR GRUPO 278|11|7|2|S
278|PICADORAS/EMBUT./ACC|17|7|2|S
280|VERIFICAR GRUPO 280|7|7|2|S
280|HACHAS|19|7|2|S
281|GRUPO 281|7|5|1|S
282|GRUPO 282|6|5|1|S
282|GENERADORES/TRACTOUS|8|7|2|S
282|VERIFICAR GRUPO 282|17|7|2|S
282|VERIFICAR GRUPO 282|27|7|2|S
284|MOTORES ELECTRICOS|1|7|2|S
284|GRUPO 284|6|5|1|S
284|GRUPO 284|8|5|1|S
285|GRUPO 285|2|3|1|S
285|GRUPO 285|6|5|1|S
285|GRUPO 285|18|5|1|S
286|GRUPO 286|2|3|1|S
287|VERIFICAR GRUPO 287|1|7|2|S
287|BOMBA ENGRASE Y REPU|8|7|2|S
287|VERIFICAR GRUPO 287|17|7|2|S
289|GRUPO 289|6|5|1|S
294|GRUPO 294|6|5|1|S
294|GRUPO 294|7|5|1|S
294|GRUPO 294|8|5|1|S
295|GRUPO 295|8|5|1|S
299|GRUPO 299|7|5|1|S
299|TORNILLO DE BRONCE|10|7|2|S
300|GRUPO 300|6|5|1|S
300|VERIFICAR GRUPO 300|6|8|2|S
300|TUERCAS|10|7|2|S
300|VIGUETA PRETENSADA|16|8|2|S
301|REGATONES|20|7|2|S
302|ELEMENTOS MEDICION|7|7|2|S
302|VERIFICAR GRUPO 302|11|7|2|S
302|VERIFICAR GRUPO 302|13|7|2|S
302|VERIFICAR GRUPO 302|17|7|2|S
302|GRUPO 302|19|8|2|S
302|VERIFICAR GRUPO 302|28|7|2|S
302|VERIFICAR GRUPO 302|29|7|2|S
303|GRUPO 303|8|5|1|S
304|GRUPO 304|4|7|2|S
305|VERIFICAR GRUPO 305|7|7|2|S
305|VERIFICAR GRUPO 305|11|7|2|S
305|GRUPO305|17|8|2|S
305|ACCESORIOS SANITARIOS|18|7|2|S
305|GRUPO 305|24|8|2|S
305|GRUPO 305|25|8|2|S
306|VERIFICAR GRUPO 306|11|7|2|S
306|ZOCALOS|20|7|2|S
307|VERIFICAR GRUPO 307|7|7|2|S
307|SOLDADORES|8|7|2|S
307|VERIFICAR GRUPO 307|11|7|2|S
307|VERIFICAR GRUPO 307|13|7|2|S
307|VERIFICAR GRUPO 307|18|7|2|S
309|GRUPO 309|8|5|1|S
312|GRUPO 312|6|5|1|S
312|GRUPO 312|7|5|1|S
315|GRUPO 315|13|7|2|S
315|CURADOR CERAMICOL|21|8|2|S
316|DEPOS.COL.ACC.VARIOS|18|7|2|S
317|GRUPO 317|6|5|1|S
320|GRUPO 320|6|5|1|S
320|GRUPO 320|8|5|1|S
320|GRUPO 320|18|5|1|S
324|GRUPO 324|7|7|2|S
324|GRUPO 324|10|7|2|S
324|GRUPO 324|13|7|2|S
325|GRUPO 325|6|5|1|S
325|GRUPO 325|10|6|1|S
325|PAPEL ADEMITE/ESPANA|10|7|2|S
325|VERIFICAR GRUPO 325|11|7|2|S
326|GRUPO 326|6|5|1|S
328|GRUPO 328|7|7|2|S
331|GRUPO 331|12|3|1|S
331|REVESTIMIENTOS|18|7|2|S
332|PISOS DE GOMA|10|7|2|S
332|VERIFICAR GRUPO 332|11|7|2|S
332|VERIFICAR GRUPO 332|19|7|2|S
333|GRUPO 333|13|7|2|S
342|GRUPO 342|12|3|1|S
387|GRUPO 387|1|7|2|S
387|GRUPO 387|11|7|2|S
388|GRUPO 388|2|3|1|S
388|REP. ZANELLA|11|7|2|S
388|SIN GRUPO - 388|35|3|1|S
391|GRUPO 391|2|3|1|S
398|GRUPO 398|2|3|1|S
401|SIN GRUPO - 401|0|6|1|S
401|GRUPO 401|6|5|1|S
401|IND. NIÑOS OTOÑO-INVIERNO|10|6|1|S
402|VERIFICAR GRUPO 402|2|3|1|S
402|GRUPO 402|6|5|1|S
402|SIN GRUPO - 402|10|5|1|S
402|IND. NIÑOS PRIMAVERA-VERANO|10|6|1|S
403|SIN GRUPO - 403|0|6|1|S
403|VERIFICAR GRUPO 403|2|3|1|S
403|GRUPO 403|6|5|1|S
403|GRUPO403|7|5|1|S
403|GRUPO403|9|3|1|S
403|IND. MUJER OTOÑO-INVIERNO|10|6|1|S
404|GRUPO 404|6|5|1|S
404|IND. MUJER  PRIMAVERA-VERANO|10|6|1|S
405|SIN GRUPO - 405|6|5|1|S
405|GRUPO 405|10|6|1|S
405|VERIFICAR GRUPO 405|12|3|1|S
405|IND. HOMBRE OTOÑO-INVIERNO|18|5|1|S
406|IND. HOMBRE PRIMAVERA-VERANO|10|6|1|S
406|VERIFICAR GRUPO 406|12|3|1|S
408|GRUPO 408|6|5|1|S
408|GRUPO 408|7|5|1|S
408|VERIFICAR GRUPO 408|9|3|1|S
408|MARROQUINERIA Y ACC. PRIM.-VER.|10|6|1|S
409|ROPA INTERIOR|10|6|1|S
410|GRUPO  410|6|5|1|S
410|BLANCOS|10|6|1|S
411|VERIFICAR GRUPO 411|2|3|1|S
411|GRUPO 411|6|5|1|S
411|TRAJES DE BAÑO|10|6|1|S
411|VERIFICAR GRUPO 411|15|10|1|S
412|GRUPO 412|6|5|1|S
413|PERF.REGALAR|0|3|1|S
413|GRUPO 413|6|5|1|S
413|VERIFICAR GRUPO 413|9|3|1|S
413|VERIFICAR GRUPO 413|10|8|2|S
413|ADITIVOS|21|8|2|S
413|VERIFICAR GRUPO 413|23|8|2|S
413|VERIFICAR GRUPO 413|27|8|2|S
414|PROMO 103 ANIV|0|3|1|S
414|GRUPO 414|4|7|2|S
414|GRUPO 414|6|5|1|S
414|GRUPO 414|7|5|1|S
414|VERIFICAR GRUPO 414|9|3|1|S
414|GRUPO 414|11|7|2|S
414|VERIFICAR GRUPO 414|12|3|1|S
415|TELEFONIA CELULAR|4|7|2|S
415|GRUPO 415|6|5|1|S
415|GRUPO 415|7|5|1|S
415|GRUPO 415|8|5|1|S
415|GRUPO 415|9|3|1|S
415|JEANS - provisorio -|10|6|1|S
415|VERIFICAR GRUPO 415|23|55|2|S
415|VERIFICAR GRUPO 415|24|7|2|S
415|VERIFICAR GRUPO 415|40|55|2|S
416|GRUPO 416|6|5|1|S
416|GRUPO 416|8|5|1|S
416|IND.SONDER|9|3|1|S
416|IND.SONDER|10|6|1|S
417|GRUPO 417|9|3|1|S
420|GRUPO 420|9|3|1|S
421|GRUPO 421|1|3|1|S
421|GRUPO 421|2|3|1|S
421|GRUPO 421|3|3|1|S
421|GRUPO 421|6|5|1|S
421|GRUPO 421|8|5|1|S
421|GRUPO 421|10|6|1|S
422|GRUPO 422|10|6|1|S
423|GRUPO 423|6|5|1|S
427|GRUPO 427|12|3|1|S
428|GRUPO 428|12|3|1|S
433|GRUPO 433|12|3|1|S
435|GRUPO 435|12|3|1|S
439|GRUPO 439|2|3|1|S
439|GRUPO 439|12|3|1|S
441|GRUPO 441|12|3|1|S
448|GRUPO 448|12|3|1|S
449|GRUPO 449|2|3|1|S
451|GRUPO 451|6|5|1|S
451|GRUPO 451|9|3|1|S
453|GRUPO 453|12|3|1|S
454|GRUPO 454|12|3|1|S
459|GRUPO 459|12|3|1|S
462|GRUPO 462|12|3|1|S
466|GRUPO 466|12|3|1|S
467|GRUPO 467|12|3|1|S
468|GRUPO 468|12|3|1|S
477|GRUPO 477|2|3|1|S
478|GRUPO 478|12|3|1|S
479|GRUPO 479|12|3|1|S
481|GRUPO 481|12|3|1|S
482|GRUPO 482|12|3|1|S
483|MUEBLES|4|7|2|S
483|VERIFICAR GRUPO 483|7|7|2|S
483|VERIFICAR GRUPO 483|11|7|2|S
483|GRUPO 483|24|8|2|S
485|SIN GRUPO|4|10|1|S
485|VERIFICAR GRUPO 485|15|10|1|S
485|GRUPO 485|26|3|1|S
486|GRUPO 486|12|3|1|S
500|PLANCHAS|4|7|2|S
500|GRUPO 500|6|5|1|S
500|GRUPO 500|9|3|1|S
501|PROCESADORAS|4|7|2|S
501|GRUPO 501|6|5|1|S
501|VERIFICAR GRUPO 501|13|7|2|S
502|VERIFICAR GRUPO 502|1|7|2|S
502|ASPIRADORAS/LUSTRASP|4|7|2|S
502|GRUPO 502|6|5|1|S
502|VERIFICAR GRUPO 502|8|7|2|S
502|VERIFICAR GRUPO 502|11|7|2|S
502|GRUPO 502|12|3|1|S
502|VERIFICAR GRUPO 502|28|7|2|S
503|BATIDORAS|4|7|2|S
504|GRUPO 504|12|3|1|S
505|GRUPO 505|8|5|1|S
505|GRUPO 505|12|3|1|S
506|ESTUFAS KEROSEN/GAS|4|7|2|S
506|VERIFICAR GRUPO 506|11|7|2|S
506|GRUPO 506|12|3|1|S
507|CAFETERAS|4|7|2|S
508|GRUPO 508|2|3|1|S
508|FREIDORAS|4|7|2|S
509|PURIFICADOR DE AIRE|4|7|2|S
510|EXPRIMIDORES|4|7|2|S
511|SECARROPAS/TENDER|4|7|2|S
512|VENTILADORES DE TECHO|4|7|2|S
513|AFEITADORAS/CORT.PEL|4|7|2|S
513|VERIFICAR GRUPO 513|17|7|2|S
514|SECADORES CABELLO/AC|4|7|2|S
515|DEPILADORAS|4|7|2|S
516|TOSTADORAS/SANDWICHE|4|7|2|S
518|GRUPO 518|2|3|1|S
518|TELEVISORES|4|7|2|S
519|LAVAVAJILLAS|4|7|2|S
520|VIDEOGRABADORES/DVD|4|7|2|S
520|GRUPO 520|6|5|1|S
520|GRUPO 520|10|6|1|S
520|GRUPO 520|12|3|1|S
520|VERIFICAR GRUPO 520|24|7|2|S
521|RADIOS|4|7|2|S
521|VERIFICAR GRUPO 521|24|7|2|S
522|RADIO RELOJ|4|7|2|S
523|RADIOGRABADORES|4|7|2|S
523|GRUPO 523|12|3|1|S
524|CALCULADORAS|4|7|2|S
524|VERIFICAR GRUPO 524|24|7|2|S
525|VIDEOCAMARAS|4|7|2|S
525|GRUPO 525|12|3|1|S
525|VERIFICAR GRUPO 525|24|7|2|S
527|HORNOS MICROONDAS|4|7|2|S
528|FREEZER|4|7|2|S
529|CONSERVADORAS/BIDONE|4|7|2|S
530|VERIFICAR GRUPO 530|2|7|2|S
530|HELADERAS|4|7|2|S
530|VERIFICAR GRUPO 530|7|7|2|S
531|GRUPO 531|12|3|1|S
532|LAVARROPAS|4|7|2|S
533|COCINAS A GAS/HORNOS|4|7|2|S
533|GRUPO533|26|7|2|S
534|CALEFONES|4|7|2|S
535|GRUPO535|1|7|2|S
535|ELECTROCALEFONES/REP|4|7|2|S
535|VERIFICAR GRUPO 535|13|7|2|S
535|VERIFICAR GRUPO 535|18|7|2|S
