codigo,Descripcion_Articulo_Oferta,Marca_producto,sucursal,fecha_inicio,fecha_fin,stock,Total_Ventas_Unidad,cantidad_ventas_normal,fechas_normal,aumento_ventas,cantidad_dias
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Crespo,2024-08-02,2024-08-08,67.0,5,18,"2024-08-10, 2024-08-13, 2024-08-14, 2024-08-15, 2024-08-22",-72.22,5
282037,CHALITAS VIAVITA 100G.CHIMICHURRI,VIAVITA NOBEL FOODS,Nogoya Italia,2024-08-16,2024-08-22,11.0,1,4,"2024-08-02, 2024-08-05, 2024-08-27",-75.0,3
282037,CHALITAS VIAVITA 100G.CHIMICHURRI,VIAVITA NOBEL FOODS,Hernandez,2024-08-16,2024-08-22,12.0,1,1,2024-08-01,0.0,1
282037,CHALITAS VIAVITA 100G.CHIMICHURRI,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,20.0,2,3,"2024-08-12, 2024-08-29, 2024-08-30",-33.33,3
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,17.0,7,8,"2024-08-02, 2024-08-03, 2024-08-06, 2024-08-07, 2024-08-10",-12.5,5
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Nogoya Italia,2024-08-16,2024-08-22,15.0,1,6,"2024-08-02, 2024-08-05, 2024-08-08, 2024-08-10, 2024-08-27",-83.33,5
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,2,3,"2024-08-23, 2024-08-26",-33.33,2
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Hernandez,2024-08-16,2024-08-22,6.0,1,2,"2024-08-01, 2024-08-12",-50.0,2
282041,CHALITAS VIAVITA 100G.JAMON,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,16.0,8,7,"2024-08-01, 2024-08-06, 2024-08-07, 2024-08-08, 2024-08-23",14.29,5
282041,CHALITAS VIAVITA 100G.JAMON,VIAVITA NOBEL FOODS,Hernandez,2024-08-16,2024-08-22,10.0,1,2,"2024-08-02, 2024-08-27",-50.0,2
282041,CHALITAS VIAVITA 100G.JAMON,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,4,2,"2024-08-23, 2024-08-31",100.0,2
282040,CHALITAS VIAVITA 100G.PARMESANO,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,22.0,16,5,"2024-08-01, 2024-08-03, 2024-08-05, 2024-08-09, 2024-08-13",220.0,5
282040,CHALITAS VIAVITA 100G.PARMESANO,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,1,2,"2024-08-28, 2024-08-31",-50.0,2
282038,CHALITAS VIAVITA 100G.SEMILLAS,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,20.0,11,6,"2024-08-02, 2024-08-06, 2024-08-07, 2024-08-09, 2024-08-10",83.33,5
282038,CHALITAS VIAVITA 100G.SEMILLAS,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,1,1,2024-08-26,0.0,1
47241,CHAMPIÑONES BAHIA ENTEROS  184 GRS.,REGIONAL TRADE,Nogoya Sur,2024-08-09,2024-08-15,44.0,18,8,"2024-08-03, 2024-08-06, 2024-08-07, 2024-08-19, 2024-08-21",125.0,5
47241,CHAMPIÑONES BAHIA ENTEROS  184 GRS.,REGIONAL TRADE,Nogoya Italia,2024-08-09,2024-08-15,50.0,21,11,"2024-08-07, 2024-08-08, 2024-08-16, 2024-08-20, 2024-08-26",90.91,5
47241,CHAMPIÑONES BAHIA ENTEROS  184 GRS.,REGIONAL TRADE,Crespo,2024-08-09,2024-08-15,40.0,29,40,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-07, 2024-08-16",-27.5,5
100207,CHIPA KG.,PANIF. LAR,Crespo,2024-08-23,2024-08-24,-269.0,35,13,"2024-08-01, 2024-08-02",169.23,2
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Nogoya Sur,2024-08-23,2024-08-29,414.0,47,30,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",56.67,5
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Nogoya Italia,2024-08-23,2024-08-29,87.0,15,8,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",87.5,5
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Crespo,2024-08-23,2024-08-29,77.0,111,35,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",217.14,5
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Hernandez,2024-08-23,2024-08-29,78.0,25,9,"2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07, 2024-08-08",177.78,5
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Hernandez,2024-08-09,2024-08-15,29.0,6,8,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-16",-25.0,5
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Crespo,2024-08-09,2024-08-15,31.0,52,32,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",62.5,5
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Nogoya Italia,2024-08-09,2024-08-15,13.0,7,5,"2024-08-05, 2024-08-07, 2024-08-08, 2024-08-21, 2024-08-23",40.0,5
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Nogoya Sur,2024-08-09,2024-08-15,109.0,17,5,"2024-08-01, 2024-08-06, 2024-08-07, 2024-08-08, 2024-08-16",240.0,5
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Nogoya Italia,2024-08-02,2024-08-03,1.0,2,1,"2024-08-05, 2024-08-08",100.0,2
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Hernandez,2024-08-15,2024-08-16,-1.0,4,14,"2024-08-02, 2024-08-03",-71.43,2
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Hernandez,2024-08-02,2024-08-03,0.0,14,1,"2024-08-06, 2024-08-09",1300.0,2
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Crespo,2024-08-15,2024-08-16,31.0,56,65,"2024-08-01, 2024-08-02",-13.85,2
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Crespo,2024-08-02,2024-08-03,25.0,85,39,"2024-08-01, 2024-08-05",117.95,2
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Nogoya Sur,2024-08-02,2024-08-03,0.0,8,1,"2024-08-05, 2024-08-06",700.0,2
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Nogoya Sur,2024-08-15,2024-08-16,0.0,2,8,"2024-08-02, 2024-08-03",-75.0,2
102490,CHORIZO FRESCO ESPECIAL KG.,CARNE VACUNA,Crespo,2024-08-09,2024-08-10,189.0,326,149,"2024-08-01, 2024-08-02",118.79,2
102490,CHORIZO FRESCO ESPECIAL KG.,CARNE VACUNA,Crespo,2024-08-23,2024-08-24,216.0,223,149,"2024-08-01, 2024-08-02",49.66,2
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Hernandez,2024-08-09,2024-08-10,7.0,37,20,"2024-08-01, 2024-08-02",85.0,2
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Italia,2024-08-09,2024-08-10,19.0,17,2,"2024-08-01, 2024-08-02",750.0,2
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Italia,2024-08-23,2024-08-24,8.0,11,2,"2024-08-01, 2024-08-02",450.0,2
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Sur,2024-08-09,2024-08-10,22.0,24,21,"2024-08-01, 2024-08-02",14.29,2
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Sur,2024-08-23,2024-08-24,14.0,13,21,"2024-08-01, 2024-08-02",-38.1,2
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Hernandez,2024-08-23,2024-08-24,3.0,32,20,"2024-08-01, 2024-08-02",60.0,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Sur,2024-08-09,2024-08-10,7.0,6,5,"2024-08-01, 2024-08-02",20.0,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Italia,2024-08-23,2024-08-24,11.0,7,10,"2024-08-01, 2024-08-02",-30.0,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Italia,2024-08-09,2024-08-10,4.0,6,10,"2024-08-01, 2024-08-02",-40.0,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Hernandez,2024-08-23,2024-08-24,5.0,8,6,"2024-08-01, 2024-08-02",33.33,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Hernandez,2024-08-09,2024-08-10,6.0,17,6,"2024-08-01, 2024-08-02",183.33,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Crespo,2024-08-23,2024-08-24,78.0,24,34,"2024-08-01, 2024-08-02",-29.41,2
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Crespo,2024-08-09,2024-08-10,28.0,5,34,"2024-08-01, 2024-08-02",-85.29,2
